year_id,Merchant_Category,Buyer_Category,Departments,Volume,Revenue,Transaction_Count,ASP
2017,Very HIGH Volume,Low Engaged,Books,411980404.3,11736946.62,7383035,55.80095506
2014,Non Merchant,NEW,Clothing and Shoes,6106594.81,202247.08,27408,222.8033716
2014,Very LOW Volume,Super Engaged,Sports and Outdoors,242639.88,9249,4827,50.26722188
2017,Very HIGH Volume,Getting Engaged,Electronics and Computers,86736766.6,2507185.37,1553313,55.83985108
2017,LOW Volume,Merchant,Home and Garden,11566107.79,465893.49,316412,36.55394799
2015,HIGH Volume,Very Engaged,Electronics and Computers,10971348.31,359985.63,193492,56.70181873
2014,LOW Volume,Medium Engaged,"Movies, Music and Games",45102395.49,1563730.28,441534,102.1493146
2017,?,Casual Buyer,Electronics and Computers,315.82,17.77,24,13.15916667
2017,NEW,Getting Engaged,Automotive,425838.61,12916.19,9686,43.96434132
2016,Non Merchant,Low Engaged,Clothing and Shoes,16931664.53,552955.21,86443,195.8708574
2017,NEW,Guest,Sports and Outdoors,17911.04,230.83,170,105.3590588
2015,NEW,Casual Buyer,Books,12345499.22,462354.29,198589,62.16607778
2016,Non Merchant,Casual Buyer,Sports and Outdoors,35415594.01,1147670.71,157009,225.5641015
2017,?,Guest,Automotive,294,0.59,6,49
2015,HIGH Volume,Low Engaged,Home and Garden,69117747.44,2166257,1283946,53.83228535
2014,HIGH Volume,Casual Buyer,Books,295628328.1,9618750.01,3558790,83.06989963
2014,Very HIGH Volume,Getting Engaged,Sports and Outdoors,5879267.51,165840.26,21850,269.0740279
2014,LOW Volume,Guest,Digital Games and Software,305043392.2,10451599.47,4149467,73.51387351
2014,Very LOW Volume,NEW,Electronics and Computers,22655.86,907.5,917,24.70649945
2017,?,Low Engaged,Books,50441.5,1828.37,667,75.62443778
2017,Very HIGH Volume,Getting Engaged,Automotive,6372907.71,204554.96,618834,10.29825076
2017,NEW,NEW,Electronics and Computers,267177.12,8646.64,5111,52.27492076
2016,Non Merchant,Super Engaged,"Movies, Music and Games",96545212.9,2933255.95,1085850,88.91210839
2016,LOW Volume,One-and-Done,Home and Garden,1584743.07,59157.59,28171,56.25441305
2015,LOW Volume,Getting Engaged,Books,214766066.4,9023558.45,6686268,32.12046935
2017,Non Merchant,One-and-Done,Clothing and Shoes,5242368.6,164671.08,19555,268.083283
2014,LOW Volume,Super Engaged,Electronics and Computers,285320.06,11188.46,6553,43.54037235
2015,MEDIUM Volume,Merchant,"Movies, Music and Games",427470303.5,11721982.77,1053121,405.9080614
2017,MEDIUM Volume,Low Engaged,Automotive,13637899.56,472996.46,340491,40.05362714
2015,Very HIGH Volume,Very Engaged,Sports and Outdoors,5234584.94,156583.72,16303,321.0810857
2017,MEDIUM Volume,NEW,Other,26070.5,1021.3,1310,19.90114504
2016,Very HIGH Volume,Guest,Home and Garden,106741.47,3069.77,68727,1.55312279
2014,NEW,Super Engaged,Digital Games and Software,1613264.15,58293.6,36095,44.69494805
2016,?,NEW,Books,22642.68,715.99,272,83.24514706
2016,Very HIGH Volume,Super Engaged,Sports and Outdoors,3509078.27,104289.5,13132,267.2158293
2017,Unverified Merchant,Guest,Books,1588.53,46.63,34,46.72147059
2015,Inactive Merchant,One-and-Done,Sports and Outdoors,29.4,90.52,40,0.735
2014,MEDIUM Volume,Very Engaged,Sports and Outdoors,26196790.39,938518.48,159364,164.3833638
2015,Very HIGH Volume,Casual Buyer,Sports and Outdoors,3770554.64,116445.06,12330,305.803296
2015,Inactive Merchant,One-and-Done,"Movies, Music and Games",9322.77,311.86,333,27.99630631
2016,MEDIUM Volume,Merchant,Other,159020.17,6329.92,8784,18.10338912
2017,Very HIGH Volume,Very Engaged,Other,57483374.21,1695706.07,4235945,13.57037785
2016,Inactive Merchant,Merchant,Electronics and Computers,1.22,0.53,203,0.006009852217
2016,LOW Volume,Getting Engaged,Home and Garden,10802186.29,407532.97,214509,50.35772993
2015,LOW Volume,Casual Buyer,Clothing and Shoes,14780447.73,476350.38,57437,257.3332126
2014,Inactive Merchant,One-and-Done,Books,6794.53,342.13,158,43.00335443
2017,Very HIGH Volume,Guest,Home and Garden,154538.43,5259.7,106994,1.444365385
2014,Non Merchant,Very Engaged,Sports and Outdoors,18975494.21,609212.57,143161,132.546533
2014,Very LOW Volume,NEW,Digital Games and Software,4710988.53,194650.08,153061,30.77850354
2014,MEDIUM Volume,NEW,Electronics and Computers,1542557.1,59470.43,28117,54.86207988
2016,LOW Volume,Super Engaged,"Movies, Music and Games",24528234.96,863031.45,415288,59.06319219
2017,Very LOW Volume,Guest,Electronics and Computers,2339171.67,90526.81,101829,22.97156674
2015,Very HIGH Volume,Guest,Other,1882.28,42.98,170,11.07223529
2014,HIGH Volume,Getting Engaged,Other,1349483.28,42373.62,93562,14.42341207
2017,MEDIUM Volume,Very Engaged,Home and Garden,25239030,945657,484972,52.04224161
2017,?,Super Engaged,Electronics and Computers,515.63,16.46,5,103.126
2017,HIGH Volume,Low Engaged,Home and Garden,147577176.9,4845192.82,2828376,52.17735438
2015,HIGH Volume,Super Engaged,Clothing and Shoes,7526056.22,265495.39,28472,264.3318425
2016,Inactive Merchant,Super Engaged,Digital Games and Software,1932.83,80.4,152,12.71598684
2017,Very LOW Volume,Getting Engaged,Electronics and Computers,78278.47,3311.48,3060,25.58119935
2014,Unverified Merchant,Merchant,Automotive,40,0,1,40
2017,LOW Volume,Getting Engaged,Other,15956.56,617.47,990,16.11773737
2015,Very HIGH Volume,Casual Buyer,"Movies, Music and Games",3902115.81,124447.33,20801,187.5927028
2015,MEDIUM Volume,One-and-Done,Home and Garden,2692033.76,97915.51,42399,63.49285974
2015,MEDIUM Volume,Medium Engaged,Books,720185742.1,28895430.76,14903286,48.32395635
2014,Unverified Merchant,Medium Engaged,"Movies, Music and Games",8016.24,106,106,75.62490566
2015,Very HIGH Volume,Guest,Automotive,181.46,4.34,56,3.240357143
2017,MEDIUM Volume,Medium Engaged,Appstore,1744114.51,66475.67,45598,38.24980284
2015,HIGH Volume,Casual Buyer,Clothing and Shoes,8870245.61,293850.27,23765,373.2482899
2017,NEW,Low Engaged,Books,16328021.24,641829.7,399136,40.90841528
2017,?,Very Engaged,Books,35629.29,1329.08,666,53.49743243
2016,LOW Volume,One-and-Done,"Movies, Music and Games",11532944.8,343236.33,63945,180.357257
2016,Very LOW Volume,Guest,Books,1010165.78,37478.81,23910,42.24867336
2015,Unverified Merchant,Super Engaged,"Movies, Music and Games",1279.56,18.1,28,45.69857143
2017,HIGH Volume,Guest,Sports and Outdoors,105181.06,1593.18,606,173.5661056
2016,Inactive Merchant,One-and-Done,"Movies, Music and Games",17027.37,147.37,382,44.57426702
2017,Very HIGH Volume,Super Engaged,Books,239796903.3,6967218.55,4957159,48.37385754
2017,Non Merchant,Guest,"Movies, Music and Games",2154247.21,27860.27,41493,51.91832863
2015,Unverified Merchant,Very Engaged,"Movies, Music and Games",5998.99,112.41,36,166.6386111
2014,Very LOW Volume,Guest,Digital Games and Software,22689112.95,839141.24,544789,41.647524
2017,Non Merchant,NEW,Digital Games and Software,26720203.04,1013451.8,520252,51.36011594
2015,Very HIGH Volume,Super Engaged,Clothing and Shoes,1120872.42,34147.98,2906,385.7097109
2015,Very HIGH Volume,Very Engaged,Home and Garden,172914183.5,3832385.79,2412002,71.68907136
2016,HIGH Volume,Low Engaged,Digital Games and Software,200363951.6,7307730.16,3815466,52.51362522
2014,Unverified Merchant,Getting Engaged,Sports and Outdoors,203.06,2.76,3,67.68666667
2015,Very LOW Volume,Medium Engaged,Digital Games and Software,3673786.3,155744.49,142260,25.8244503
2015,Inactive Merchant,Super Engaged,Clothing and Shoes,26.69,1.07,1,26.69
2014,LOW Volume,Super Engaged,Books,322887145.3,14433877.74,12513196,25.80373114
2017,Very LOW Volume,Getting Engaged,Automotive,356002.22,8905.81,7678,46.36653035
2015,Very LOW Volume,Guest,Grocery,2809123.65,98117.17,36789,76.35770611
2017,Inactive Merchant,One-and-Done,Automotive,57.99,2.59,14,4.142142857
2015,MEDIUM Volume,Merchant,Home and Garden,11260699.23,403412.82,170925,65.88093743
2016,?,Merchant,Digital Games and Software,2100.68,159.69,138,15.22231884
2017,MEDIUM Volume,Guest,Digital Games and Software,450319.73,14732.35,70475,6.38977978
2017,HIGH Volume,One-and-Done,Digital Games and Software,33742996.11,1151433.88,453709,74.37144978
2015,MEDIUM Volume,Low Engaged,Sports and Outdoors,40524712.88,1424496.29,200193,202.4282212
2015,NEW,Casual Buyer,Digital Games and Software,11777399.06,402888.89,187099,62.94741853
2016,MEDIUM Volume,One-and-Done,Clothing and Shoes,7821205.32,252842.71,23549,332.1247323
2017,HIGH Volume,Medium Engaged,Appstore,2279082.24,79661.84,57001,39.98319749
2017,MEDIUM Volume,NEW,Appstore,323026.38,12794.72,10537,30.65638986
2016,LOW Volume,Low Engaged,"Movies, Music and Games",57389712.2,1800933.85,445776,128.741144
2017,MEDIUM Volume,Very Engaged,"Movies, Music and Games",91117857.67,2718986.79,495738,183.8024474
2014,NEW,Getting Engaged,Home and Garden,7363441.48,156717.54,96382,76.398513
2016,LOW Volume,Medium Engaged,Books,290985850.4,12854210.27,11131483,26.14079817
2014,LOW Volume,NEW,Electronics and Computers,493953.98,19393.35,10788,45.78735447
2017,?,Low Engaged,"Movies, Music and Games",139830.03,1950.71,627,223.0144019
2015,LOW Volume,Guest,"Movies, Music and Games",155342.84,4029.39,6473,23.99858489
2014,MEDIUM Volume,Merchant,"Toys, Kids and Baby",107909252.5,107907.44,323591,333.4742081
2017,?,Getting Engaged,"Movies, Music and Games",109565.84,1310.15,745,147.0682416
2014,Unverified Merchant,Medium Engaged,Digital Games and Software,278.37,12.94,13,21.41307692
2016,LOW Volume,Very Engaged,Automotive,1567236.51,58620.4,59724,26.24131857
2015,?,One-and-Done,Digital Games and Software,2603.93,142.24,53,49.13075472
2016,Very LOW Volume,Very Engaged,Clothing and Shoes,364786,13521.32,4870,74.90472279
2016,MEDIUM Volume,Guest,Sports and Outdoors,22497917.13,727927.2,69901,321.8540097
2015,MEDIUM Volume,Getting Engaged,Other,256017.17,7348.89,14060,18.20890256
2014,HIGH Volume,Getting Engaged,Home and Garden,36913945.69,1110010.62,615277,59.99565349
2017,Very LOW Volume,Very Engaged,Automotive,341787.05,10748.78,10867,31.45183123
2017,MEDIUM Volume,NEW,Electronics and Computers,3510908.43,136245.96,67418,52.0767218
2015,Very LOW Volume,Super Engaged,Sports and Outdoors,266356.98,10462.73,7195,37.01973315
2014,NEW,Casual Buyer,Electronics and Computers,209930.61,6646.89,3301,63.59606483
2015,HIGH Volume,Low Engaged,"Movies, Music and Games",37701802.79,1318089.33,208281,181.0141241
2016,HIGH Volume,Getting Engaged,Clothing and Shoes,19210958.05,656763.7,61057,314.6397309
2014,Unverified Merchant,Casual Buyer,Sports and Outdoors,359,11.01,2,179.5
2014,MEDIUM Volume,Low Engaged,Other,222612.72,6673.75,12106,18.38862713
2016,Non Merchant,Merchant,"Movies, Music and Games",484410253.1,11388254.86,3293529,147.0793951
2015,?,Super Engaged,Books,48740.52,1448.65,985,49.48276142
2015,LOW Volume,Casual Buyer,Digital Games and Software,66875405.12,2431506.81,1242477,53.82426002
2017,Very LOW Volume,Guest,"Movies, Music and Games",10742.91,349.37,3301,3.254441078
2016,Inactive Merchant,Guest,Clothing and Shoes,1101.68,36.17,43,25.62046512
2017,Inactive Merchant,Medium Engaged,Digital Games and Software,8000.61,494.44,912,8.772598684
2014,?,Merchant,"Toys, Kids and Baby",125913.71,842.38,4006,31.43128058
2014,MEDIUM Volume,Medium Engaged,"Movies, Music and Games",84628775.25,2754181.09,433487,195.2279428
2016,Very LOW Volume,Casual Buyer,Other,188.24,10.68,22,8.556363636
2015,Very HIGH Volume,Guest,Books,42614558.9,1125787.84,425533,100.143958
2017,Very LOW Volume,Casual Buyer,Automotive,126935.13,2853.83,2393,53.04435019
2016,HIGH Volume,Medium Engaged,Clothing and Shoes,20382942.89,692162.9,69638,292.6985682
2014,Inactive Merchant,Casual Buyer,Clothing and Shoes,5944.99,168.28,19,312.8942105
2016,MEDIUM Volume,Guest,Other,136.74,7.44,219,0.6243835616
2014,NEW,Super Engaged,Sports and Outdoors,621587.86,20817.13,3948,157.4437335
2017,Very LOW Volume,Merchant,Books,7777815.27,276692.39,213038,36.5090513
2016,Very HIGH Volume,Guest,Grocery,636683940,15749809.02,946289,672.8218757
2014,Unverified Merchant,Merchant,Clothing and Shoes,850,26.47,6,141.6666667
2016,HIGH Volume,Very Engaged,Clothing and Shoes,15639199.88,548946.73,54859,285.07993
2014,HIGH Volume,Super Engaged,Other,423558.7,16333.81,24919,16.99741964
2016,NEW,Casual Buyer,Sports and Outdoors,4017593.56,122575.54,9079,442.5149862
2017,LOW Volume,Guest,Appstore,2853.21,108.65,137,20.82635036
2016,Non Merchant,Super Engaged,Books,557606102.3,21811912.92,12932685,43.11603524
2016,Unverified Merchant,Getting Engaged,Sports and Outdoors,470,13.93,1,470
2016,Very HIGH Volume,Merchant,"Toys, Kids and Baby",275303221,56606.27,622807,442.0361701
2017,HIGH Volume,Merchant,Other,1323533.61,55251.04,75179,17.6050973
2016,Unverified Merchant,Medium Engaged,Digital Games and Software,441.08,21.21,13,33.92923077
2017,MEDIUM Volume,One-and-Done,Digital Games and Software,42770966.08,1475362.57,549774,77.79736052
2017,MEDIUM Volume,Medium Engaged,Electronics and Computers,11229700.24,411075.97,235089,47.76786766
2014,HIGH Volume,Getting Engaged,Automotive,37135.02,1124.93,640,58.02346875
2014,HIGH Volume,Medium Engaged,Sports and Outdoors,26707427.26,878186.26,122402,218.1943699
2017,MEDIUM Volume,Casual Buyer,Other,78657.46,2559.49,4405,17.85640409
2016,Very HIGH Volume,Getting Engaged,Clothing and Shoes,3732653.67,108901.01,8951,417.0096827
2015,Non Merchant,Guest,Digital Games and Software,62215645.27,2202486.09,938033,66.32564661
2017,HIGH Volume,Low Engaged,Digital Games and Software,249124363.9,8991901.54,4426367,56.28190429
2014,?,Guest,Digital Games and Software,1054.56,55.39,43,24.52465116
2016,Unverified Merchant,Low Engaged,"Movies, Music and Games",2169.21,54.55,15,144.614
2016,Very HIGH Volume,Merchant,Home and Garden,328905681.6,7306520.68,3931652,83.65584787
2015,HIGH Volume,Super Engaged,Digital Games and Software,50692285.47,1918090.76,1035698,48.94504524
2017,Inactive Merchant,Guest,Books,2275.62,117.83,101,22.53089109
2014,MEDIUM Volume,Super Engaged,Digital Games and Software,30837313.26,1236925.32,706170,43.66839891
2015,NEW,Very Engaged,Other,638.55,15.95,55,11.61
2014,NEW,NEW,Clothing and Shoes,2760960.64,86499.02,7270,379.7745034
2015,LOW Volume,Guest,Clothing and Shoes,26769324.14,842721.74,94871,282.1655104
2016,Very LOW Volume,Medium Engaged,Sports and Outdoors,989623.42,34894.55,11426,86.61153685
2015,LOW Volume,NEW,Digital Games and Software,66156097.34,2521791.21,1263919,52.3420388
2016,HIGH Volume,Merchant,Books,538605488.8,16717620.21,5516017,97.64391386
2017,HIGH Volume,Super Engaged,Other,652161.75,27102.56,41827,15.59188443
2016,NEW,Super Engaged,Automotive,58169.71,2179.04,5122,11.35683522
2014,Very HIGH Volume,Merchant,"Toys, Kids and Baby",99496096.5,23550.27,210930,471.7019698
2014,Very HIGH Volume,One-and-Done,Digital Games and Software,9394521.74,278189.42,140580,66.82687253
2015,Inactive Merchant,Super Engaged,"Movies, Music and Games",-3368.2,87.09,235,-14.33276596
2015,Unverified Merchant,Low Engaged,Digital Games and Software,291.07,11.62,11,26.46090909
2017,LOW Volume,NEW,Electronics and Computers,788228.83,32106.12,17933,43.95409747
2016,Non Merchant,Getting Engaged,Books,525622343.1,18715660.75,7341950,71.59165387
2015,MEDIUM Volume,Very Engaged,Books,619739904.9,25239932.55,13374358,46.33791805
2015,Non Merchant,Casual Buyer,Automotive,520982.88,14555.69,5861,88.88975943
2017,NEW,Merchant,Books,17385900.62,607120.4,253193,68.66659276
2015,Inactive Merchant,Casual Buyer,Automotive,579,22.34,7,82.71428571
2016,?,Very Engaged,Digital Games and Software,1127.42,54.39,46,24.50913043
2017,LOW Volume,Super Engaged,Digital Games and Software,35669414.64,1547037.83,1172357,30.42538633
2016,HIGH Volume,Super Engaged,Sports and Outdoors,19145313.24,647349.67,91917,208.2891439
2017,Very LOW Volume,Guest,Electronics and Computers,131.46,11.07,110,1.195090909
2014,Very LOW Volume,NEW,Clothing and Shoes,799210.57,26950.11,6579,121.4790348
2017,Inactive Merchant,Very Engaged,Sports and Outdoors,1027.15,130.84,25,41.086
2017,Inactive Merchant,Getting Engaged,Clothing and Shoes,1203.82,39.49,27,44.58592593
2014,LOW Volume,Getting Engaged,Books,226340148.7,9399160.69,6783232,33.36759656
2014,Unverified Merchant,One-and-Done,Digital Games and Software,310.69,16.82,4,77.6725
2014,NEW,Getting Engaged,Automotive,5579.58,177.43,103,54.17067961
2016,Very HIGH Volume,Merchant,Automotive,594944.03,17074.78,47950,12.40759187
2015,LOW Volume,Merchant,Other,9924.9,284.83,523,18.97686424
2014,HIGH Volume,Casual Buyer,"Movies, Music and Games",14630056.2,487106.29,79762,183.4213811
2015,HIGH Volume,Very Engaged,Digital Games and Software,86660703.07,3245546.4,1748120,49.57365803
2014,MEDIUM Volume,Very Engaged,Digital Games and Software,50949995.41,2011211.22,1075453,47.3753808
2017,NEW,Super Engaged,Digital Games and Software,2898366.7,113025.54,69545,41.67613344
2014,Non Merchant,Getting Engaged,"Movies, Music and Games",236675628.9,6323186.96,1579056,149.8842529
2016,Very HIGH Volume,Casual Buyer,Home and Garden,209330003.7,4456350.52,2870630,72.92127641
2017,Very LOW Volume,Medium Engaged,Other,550.64,22.26,41,13.4302439
2017,Non Merchant,Merchant,Electronics and Computers,311.98,11.98,11,28.36181818
2016,MEDIUM Volume,Low Engaged,Other,268780.64,7783.85,14950,17.97863813
2016,Non Merchant,Very Engaged,"Movies, Music and Games",182663423.6,5055075.14,1635736,111.6704796
2016,Very HIGH Volume,NEW,"Movies, Music and Games",2815438.19,104581.43,25459,110.5871476
2015,HIGH Volume,NEW,Sports and Outdoors,13171260.66,491363.97,61077,215.6500919
2017,LOW Volume,Very Engaged,Automotive,7734120.98,297687.98,318480,24.28447934
2015,Very LOW Volume,NEW,Sports and Outdoors,1367163.47,47712.64,12116,112.8395073
2015,LOW Volume,Merchant,"Movies, Music and Games",159335067.9,5089373.63,990427,160.8751255
2017,LOW Volume,Guest,Digital Games and Software,547356684.1,17896062.67,7142439,76.63442195
2017,Non Merchant,NEW,Electronics and Computers,406.1,19.09,24,16.92083333
2014,Inactive Merchant,One-and-Done,Automotive,200,6.1,1,200
2015,Unverified Merchant,Casual Buyer,Sports and Outdoors,194,5.93,1,194
2016,LOW Volume,One-and-Done,Sports and Outdoors,10665958.28,339319.32,36063,295.7590406
2015,?,Medium Engaged,Books,77577.98,2189.99,1137,68.23041337
2017,NEW,Medium Engaged,Clothing and Shoes,2423093.73,78874,8239,294.1004649
2016,?,Very Engaged,Automotive,521,0.88,7,74.42857143
2015,MEDIUM Volume,Merchant,Other,174477.81,7626.8,10921,15.97635839
2017,HIGH Volume,Casual Buyer,Books,271169439.9,9361702.05,3795526,71.44449541
2015,LOW Volume,Very Engaged,Digital Games and Software,34248703.36,1425202.76,991792,34.53214319
2014,NEW,Very Engaged,Automotive,6791.07,224.02,95,71.48494737
2016,Inactive Merchant,Low Engaged,Automotive,55.68,2.22,14,3.977142857
2017,Non Merchant,Low Engaged,Digital Games and Software,38628089.1,1493851.97,835170,46.25176802
2017,LOW Volume,NEW,Books,81467087.53,3717986.11,3275378,24.87257579
2016,Very LOW Volume,Guest,"Movies, Music and Games",2154.69,79.32,1824,1.181299342
2015,NEW,Low Engaged,Home and Garden,8042101.75,200078.03,108383,74.20076719
2014,MEDIUM Volume,Getting Engaged,"Movies, Music and Games",76649623.45,2429583.6,346244,221.3745897
2015,LOW Volume,Guest,Electronics and Computers,1180.94,66.65,548,2.155
2014,Very HIGH Volume,Casual Buyer,Electronics and Computers,5759966.86,170467.55,134938,42.68602514
2017,LOW Volume,NEW,"Movies, Music and Games",32336411.63,1024659.12,230623,140.2132989
2014,Very HIGH Volume,Getting Engaged,Digital Games and Software,101215572.2,3147105.31,1645132,61.52428633
2014,LOW Volume,NEW,Other,10328.44,433.97,1052,9.817908745
2016,MEDIUM Volume,Medium Engaged,Home and Garden,27392020.84,990730.12,504395,54.30668591
2017,Very HIGH Volume,Merchant,Electronics and Computers,44053871.09,1214731.42,601895,73.1919539
2015,MEDIUM Volume,NEW,Home and Garden,9966579.64,376949.27,165677,60.15668825
2016,Very LOW Volume,Guest,Home and Garden,966550.19,35336.02,23468,41.18587822
2015,HIGH Volume,Merchant,Other,1942789.58,67974.8,100155,19.39782916
2014,MEDIUM Volume,One-and-Done,Books,63806433.32,2282329.44,844331,75.57040227
2017,Unverified Merchant,Very Engaged,Digital Games and Software,2155.69,103.33,47,45.86574468
2016,NEW,Very Engaged,Home and Garden,4173213.44,107023.76,71250,58.5714167
2016,Very LOW Volume,Very Engaged,Digital Games and Software,2555277.39,109419.24,102962,24.81767438
2017,NEW,Guest,Grocery,82439061.83,2436141.38,220153,374.4625866
2017,LOW Volume,Medium Engaged,Home and Garden,15776303.62,633395.8,419523,37.60533658
2016,Very LOW Volume,Merchant,Sports and Outdoors,2132860.56,71868.67,19073,111.826171
2017,MEDIUM Volume,One-and-Done,Sports and Outdoors,12750164.13,428671.11,34493,369.6449752
2014,NEW,Very Engaged,Other,66487.44,2460.65,3419,19.44645803
2017,NEW,Casual Buyer,Clothing and Shoes,3927486.43,122670.38,9363,419.4688059
2014,HIGH Volume,NEW,Sports and Outdoors,11969872.21,418633.99,62250,192.2871038
2017,MEDIUM Volume,Medium Engaged,Other,256724.46,9108.86,13111,19.58084509
2017,NEW,Low Engaged,Clothing and Shoes,3292337.81,104792.56,9820,335.2686161
2017,Very LOW Volume,Casual Buyer,Digital Games and Software,6256446,234044.52,174568,35.83959259
2014,HIGH Volume,Merchant,Home and Garden,20797806.35,617259.41,272661,76.27715863
2017,Unverified Merchant,NEW,"Movies, Music and Games",3231,95.5,6,538.5
2016,Very HIGH Volume,Getting Engaged,Books,366000358.2,10082824.78,5772260,63.40676931
2016,Unverified Merchant,Merchant,"Movies, Music and Games",6546.25,146.95,95,68.90789474
2017,Very LOW Volume,One-and-Done,Other,0,0,3,0
2014,Very LOW Volume,Low Engaged,Home and Garden,183837.43,7121.23,5237,35.10357648
2014,MEDIUM Volume,NEW,Other,69116.51,3006.34,6738,10.25771891
2017,HIGH Volume,Casual Buyer,Home and Garden,49335985.56,1693432.22,864000,57.10183514
2016,Inactive Merchant,Medium Engaged,Books,26642.31,759.77,699,38.1148927
2016,HIGH Volume,NEW,Home and Garden,28343629.51,990869.23,574164,49.36504119
2014,?,Medium Engaged,Automotive,183,0,2,91.5
2014,LOW Volume,Medium Engaged,Clothing and Shoes,6950779.23,242838.7,56511,122.9986946
2016,Unverified Merchant,NEW,Sports and Outdoors,643,23.01,3,214.3333333
2015,Very LOW Volume,Low Engaged,Electronics and Computers,47699.43,1971.72,1979,24.10279434
2014,HIGH Volume,Guest,Digital Games and Software,275688711.1,8560671.8,3258222,84.61323724
2017,Very LOW Volume,Casual Buyer,Appstore,3302.28,115.25,72,45.865
2016,Very HIGH Volume,Super Engaged,Other,23691859.57,771460.15,1507751,15.71337679
2015,Non Merchant,Casual Buyer,Books,268945182.1,9192062.34,3034936,88.6164262
2017,Inactive Merchant,Guest,Digital Games and Software,15089.83,1494.19,3657,4.126286574
2014,MEDIUM Volume,Guest,Sports and Outdoors,19019767.65,612526.75,62418,304.7160699
2017,Inactive Merchant,Casual Buyer,Clothing and Shoes,2027.86,64.58,24,84.49416667
2014,LOW Volume,Low Engaged,Digital Games and Software,61927984.79,2450499.64,1559020,39.72237995
2014,MEDIUM Volume,Guest,Electronics and Computers,4275.48,241.02,675,6.334044444
2017,Very LOW Volume,Low Engaged,Books,7441432.59,294043.5,207839,35.80383176
2014,MEDIUM Volume,Guest,Automotive,0,0,7,0
2014,Very HIGH Volume,Low Engaged,"Movies, Music and Games",6510005.74,201087.3,35776,181.9657239
2016,LOW Volume,Very Engaged,Clothing and Shoes,7883528.8,282102.97,68135,115.7045395
2017,MEDIUM Volume,Guest,Sports and Outdoors,202692.38,3010.06,1077,188.2009099
2016,Very HIGH Volume,Getting Engaged,Automotive,2334734.94,75265.41,276142,8.454834614
2016,Non Merchant,Super Engaged,Sports and Outdoors,19413593.75,689648.2,158197,122.7178376
2015,Very HIGH Volume,Casual Buyer,Home and Garden,142724207.4,3023193.59,1772332,80.52904724
2014,NEW,Guest,Grocery,90770292.83,2602244.84,206110,440.3973258
2016,LOW Volume,One-and-Done,Electronics and Computers,227146.55,8720.47,5028,45.17632259
2015,Very HIGH Volume,Guest,Other,575.64,195.52,35497,0.01621658168
2015,Non Merchant,Guest,Clothing and Shoes,65912.5,1486.9,714,92.31442577
2017,MEDIUM Volume,Guest,Clothing and Shoes,38448301.19,1228295.61,115672,332.3907358
2016,?,Getting Engaged,Automotive,813.85,0.68,17,47.87352941
2015,Very LOW Volume,Low Engaged,Digital Games and Software,5106577.93,211895.07,186641,27.36042954
2016,LOW Volume,Guest,Grocery,190915599.9,6208857.95,1039537,183.6544537
2016,Inactive Merchant,Getting Engaged,"Movies, Music and Games",45128.17,840.21,812,55.57656404
2016,HIGH Volume,Very Engaged,Other,1072117.89,36988.21,64899,16.5197906
2015,MEDIUM Volume,Very Engaged,Home and Garden,10663529.07,383082.6,185191,57.58124893
2017,Inactive Merchant,Super Engaged,Home and Garden,195.53,39.89,70,2.793285714
2015,LOW Volume,Super Engaged,Electronics and Computers,402944.74,16048.13,10284,39.18171334
2014,LOW Volume,Low Engaged,Books,275777509.6,11741963.86,9079038,30.37519059
2017,NEW,Getting Engaged,Books,13472221.93,519828.61,298530,45.12853626
2014,LOW Volume,Getting Engaged,Automotive,58733.44,1956.56,856,68.61383178
2015,Very LOW Volume,Guest,Electronics and Computers,4.89,0.45,156,0.03134615385
2016,LOW Volume,Merchant,Home and Garden,4064333.27,151332.02,73643,55.18967546
2017,NEW,Merchant,"Toys, Kids and Baby",15790947.33,16744.63,60321,261.7819222
2014,Very HIGH Volume,Low Engaged,Clothing and Shoes,951482.01,25701.14,2325,409.2395742
2014,?,Guest,Digital Games and Software,-47.4,0,2,-23.7
2016,Unverified Merchant,Getting Engaged,"Movies, Music and Games",2647.62,52.1,17,155.7423529
2016,Inactive Merchant,Super Engaged,Sports and Outdoors,411.94,15.12,8,51.4925
2014,HIGH Volume,Super Engaged,"Movies, Music and Games",18003410.88,622049.93,113423,158.7280435
2017,Very HIGH Volume,Guest,Grocery,826333158.2,20878543.34,1162939,710.5558917
2017,HIGH Volume,Super Engaged,Automotive,7317433.92,248679.34,181524,40.31110994
2016,Inactive Merchant,Getting Engaged,Automotive,19,0,11,1.727272727
2016,HIGH Volume,Medium Engaged,Sports and Outdoors,33886572.3,1164581.19,150239,225.5511039
2014,Very HIGH Volume,Super Engaged,Sports and Outdoors,2078214.31,55760.67,7014,296.2951682
2017,LOW Volume,Merchant,Appstore,1027028.08,7659.11,12961,79.23987964
2014,NEW,Super Engaged,Books,18629895.57,754760.23,513206,36.30100889
2014,Very LOW Volume,Super Engaged,Clothing and Shoes,140687.85,5377.64,2447,57.49401308
2017,Very HIGH Volume,Super Engaged,Digital Games and Software,85781720.51,3177439.61,2382044,36.01181192
2014,Very LOW Volume,Getting Engaged,"Movies, Music and Games",4720291.53,164135,63051,74.86465766
2015,Very LOW Volume,Guest,Books,840984.92,31266.15,19698,42.69392426
2015,Inactive Merchant,Medium Engaged,"Movies, Music and Games",26959.12,515.7,464,58.10155172
